City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
14,Arraial Do Cabo,BR,-22.9661,-42.0278,73.36,88,75,21.85
15,Ankang,CN,32.68,109.0172,57.45,95,100,2.77
16,Novobirilyussy,RU,56.9514,90.6661,34.56,98,100,8.75
17,Yellowknife,CA,62.456,-114.3525,39.42,99,90,1.01
18,Kimbe,PG,-5.5502,150.1429,76.06,85,80,3.6
19,Talaya,RU,61.3833,152.75,8.78,90,100,1.34
20,Punta Arenas,CL,-53.15,-70.9167,53.71,40,0,23.02
21,Balabac,PH,7.9868,117.0645,80.78,83,70,10.92
22,Vestmannaeyjar,IS,63.4427,-20.2734,50.34,89,100,24.27
23,Lorengau,PG,-2.0226,147.2712,79.93,80,55,3.24
24,Atuona,PF,-9.8,-139.0333,78.24,76,11,15.39
25,Kaeo,NZ,-35.1,173.7833,61.32,92,62,6.93
26,Albany,US,42.6001,-73.9662,72.99,73,0,1.79
27,Bredasdorp,ZA,-34.5322,20.0403,52.92,94,0,2.3
28,Avarua,CK,-21.2078,-159.775,78.85,69,20,10.36
29,Gizo,SB,-8.103,156.8419,82.89,77,42,10.38
30,Mataura,NZ,-46.1927,168.8643,52.48,63,99,3.33
31,Hermanus,ZA,-34.4187,19.2345,55.9,74,0,9.62
32,Nome,US,64.5011,-165.4064,35.67,80,1,0.0
33,Marrakesh,MA,31.6315,-8.0083,75.27,41,0,9.22
34,Port Alfred,ZA,-33.5906,26.891,67.71,88,100,20.07
35,Norman Wells,CA,65.282,-126.8329,26.64,100,75,8.05
36,Puerto Ayora,EC,-0.7393,-90.3518,80.56,89,84,8.99
37,Zhob,PK,31.3411,69.4481,71.64,13,0,5.21
38,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,80,40,2.24
39,Santa Maria,BR,-29.6842,-53.8069,65.5,52,0,9.22
40,Dezhou,CN,37.4486,116.2925,53.89,80,100,4.88
41,Tuktoyaktuk,CA,69.4541,-133.0374,33.8,75,20,9.22
42,Busselton,AU,-33.65,115.3333,49.08,71,65,8.25
43,Cabedelo,BR,-6.9811,-34.8339,81.27,78,94,13.98
44,Katsuura,JP,35.1333,140.3,72.19,82,62,12.75
45,Nouadhibou,MR,20.931,-17.0347,73.38,73,100,10.36
46,Tilichiki,RU,60.4667,166.1,27.32,60,90,5.95
47,New Norfolk,AU,-42.7826,147.0587,52.92,75,94,3.42
48,Kaitangata,NZ,-46.2817,169.8464,56.66,65,16,2.77
49,Bambous Virieux,MU,-20.3428,57.7575,72.21,83,75,8.05
50,Khatanga,RU,71.9667,102.5,17.65,90,100,8.28
51,Luanda,AO,-8.8368,13.2343,73.67,82,74,3.91
52,Cherskiy,RU,68.75,161.3,-1.46,100,75,4.21
53,Faya,SA,18.3851,42.4509,69.91,50,10,8.86
54,Saskylakh,RU,71.9167,114.0833,1.6,98,27,4.9
55,Castro,BR,-24.7911,-50.0119,61.97,98,100,7.38
56,Klaksvik,FO,62.2266,-6.589,52.72,92,91,25.03
57,Belawan,ID,3.7755,98.6832,77.29,90,100,3.71
58,Richards Bay,ZA,-28.783,32.0377,68.14,81,100,17.87
59,Pevek,RU,69.7008,170.3133,23.86,82,97,7.43
60,Teknaf,BD,20.8624,92.3058,78.64,90,89,3.76
61,Lethem,GY,3.3803,-59.7968,87.28,58,98,5.75
62,Vanderhoof,CA,54.0166,-124.0198,44.98,56,100,5.37
63,Port Elizabeth,ZA,-33.918,25.5701,67.1,94,90,5.75
64,Jilib,SO,0.4883,42.7854,75.49,79,53,11.63
65,Fortuna,US,40.5982,-124.1573,68.47,64,100,5.99
66,Iqaluit,CA,63.7506,-68.5145,40.73,75,75,11.01
67,Ampanihy,MG,-24.7,44.75,61.63,67,0,12.73
68,Severo-Kurilsk,RU,50.6789,156.125,44.94,77,26,15.73
69,East London,ZA,-33.0153,27.9116,67.71,89,100,11.1
70,Victoria,HK,22.2855,114.1577,78.78,94,100,13.0
71,Sao Joaquim Da Barra,BR,-20.5814,-47.8547,70.92,55,97,7.56
72,Hilo,US,19.7297,-155.09,80.28,76,90,1.99
73,Athabasca,CA,54.7169,-113.2854,51.49,39,6,11.59
74,Vidim,RU,56.4088,103.1106,32.05,97,100,7.96
75,Beringovskiy,RU,63.05,179.3167,32.22,96,100,5.82
76,Dourbali,TD,11.8091,15.8632,86.74,21,7,3.8
77,Jizan,SA,17.3333,42.6667,88.74,65,89,3.94
78,Chokurdakh,RU,70.6333,147.9167,9.34,88,99,5.75
79,Ocampo,MX,21.65,-101.5,72.28,43,14,11.3
80,Bengkulu,ID,-3.8004,102.2655,74.41,91,85,3.13
81,Saint-Joseph,RE,-21.3667,55.6167,68.36,80,73,6.58
82,Lavrentiya,RU,65.5833,-171.0,34.99,97,100,5.73
83,Chabua,IN,27.4825,95.1736,73.45,97,2,1.41
84,Marquette,US,46.5333,-87.6335,69.37,88,31,5.57
85,Korla,CN,41.7597,86.1469,40.91,77,100,17.29
86,Umm Lajj,SA,25.0213,37.2685,83.98,47,0,7.45
87,Krasnovishersk,RU,60.4078,57.082,35.04,98,100,4.32
88,Chaoyang,CN,41.5703,120.4586,48.87,66,0,2.04
89,Sao Filipe,CV,14.8961,-24.4956,80.04,81,18,4.21
90,Xinzhou,CN,38.4092,112.7333,47.71,86,1,1.61
91,Esmeraldas,BR,-19.7625,-44.3139,77.31,74,71,4.05
92,El Alto,PE,-4.2714,-81.2147,71.26,72,27,26.51
93,Wanning,CN,18.8003,110.3967,77.52,95,100,15.95
94,San Patricio,US,28.017,-97.5169,90.32,39,0,9.19
95,Lincoln,US,40.8,-96.667,81.39,56,1,1.99
96,Chunskiy,RU,56.0815,99.6342,34.41,97,100,8.34
97,Nikolskoye,RU,59.7035,30.7861,49.89,63,40,8.14
98,Komsomolsk-Na-Amure,RU,50.552,137.0152,41.22,60,100,7.94
99,Valdivia,CL,-39.8142,-73.2459,66.29,49,36,2.44
100,Vaini,TO,-21.2,-175.2,78.96,83,40,8.05
101,Bonthe,SL,7.5264,-12.505,79.11,86,23,4.65
102,Saint Anthony,US,45.0205,-93.218,72.14,77,90,1.99
103,Champerico,GT,14.3,-91.9167,83.35,68,58,5.08
104,Saint-Pierre,RE,-21.3393,55.4781,69.44,75,0,8.05
105,Lebu,CL,-37.6167,-73.65,55.17,62,0,10.47
106,Gasa,PS,31.5,34.4667,75.18,62,0,11.07
107,Clarence Town,AU,-32.5833,151.7833,63.86,73,100,0.85
108,Susner,IN,23.95,76.0833,77.25,70,24,3.74
109,Turochak,RU,52.2576,87.1224,33.04,96,100,4.54
110,Tura,IN,25.5198,90.2201,75.29,85,84,1.74
111,Isangel,VU,-19.55,169.2667,71.71,73,4,2.3
112,Tiksi,RU,71.6872,128.8694,26.8,96,100,4.85
113,Tshikapa,CD,-6.4167,20.8,73.51,80,9,2.01
114,Mitchell,US,43.7094,-98.0298,78.12,50,24,11.01
115,Hurricane,US,37.1753,-113.2899,79.14,26,100,7.05
116,Ardakan,IR,32.31,54.0175,77.38,25,0,11.23
117,Sharan,RU,54.8167,54.0,37.9,78,30,2.37
118,Qaanaaq,GL,77.484,-69.3632,18.88,61,76,7.36
119,Barrow,US,71.2906,-156.7887,33.82,80,90,9.22
120,Berlevag,NO,70.8578,29.0864,39.15,65,75,24.16
121,Touros,BR,-5.1989,-35.4608,83.3,80,71,16.2
122,Kahului,US,20.8947,-156.47,84.22,67,20,20.71
123,Kristiansund,NO,63.1115,7.732,50.65,81,75,6.91
124,Kutum,SD,14.2,24.6667,78.98,21,14,10.56
125,Bethel,US,41.3712,-73.414,74.3,70,20,3.44
126,Esperance,AU,-33.8667,121.9,55.24,80,100,14.65
127,Salalah,OM,17.0151,54.0924,80.62,79,50,1.86
128,Ribeira Grande,PT,38.5167,-28.7,70.2,73,40,10.36
129,Male,MV,4.1748,73.5089,84.15,79,75,12.66
130,Baragaon,IN,25.4333,82.8167,79.47,76,7,3.51
131,Kapaa,US,22.0752,-159.319,82.38,73,16,4.0
132,Pizarro,CO,4.9533,-77.366,78.1,88,100,6.55
133,Namatanai,PG,-3.6667,152.4333,80.46,78,18,2.93
134,Chicama,PE,-7.8447,-79.1469,63.14,68,96,10.51
135,Hovd,MN,48.0056,91.6419,29.3,34,83,2.75
136,Gushikawa,JP,26.3544,127.8686,80.6,78,20,9.22
137,Sinnamary,GF,5.3833,-52.95,82.87,75,68,11.3
138,Majagual,CO,8.5389,-74.6204,86.45,75,97,2.35
139,Southbridge,US,42.0751,-72.0334,73.36,67,0,3.62
140,Ponta Do Sol,PT,32.6667,-17.1,72.23,75,16,1.54
141,Lagoa,PT,39.05,-27.9833,69.08,68,2,8.9
142,Mogadishu,SO,2.0371,45.3438,77.63,82,100,17.76
143,Hobart,AU,-42.8794,147.3294,53.26,76,20,1.99
144,Avera,US,33.194,-82.5271,76.75,70,69,7.05
145,Cap Malheureux,MU,-19.9842,57.6142,72.46,78,88,4.0
146,Provideniya,RU,64.3833,-173.3,37.51,87,90,13.42
147,Butaritari,KI,3.0707,172.7902,82.54,66,20,15.43
148,Kudahuvadhoo,MV,2.6708,72.8944,82.31,77,100,13.76
149,Guerrero Negro,MX,27.9769,-114.0611,76.55,56,14,16.13
150,Georgetown,MY,5.4112,100.3354,81.95,88,40,11.99
151,Kieta,PG,-6.2167,155.6333,81.82,77,52,4.94
152,Luderitz,NA,-26.6481,15.1594,57.24,79,4,4.65
153,Ketchikan,US,55.3422,-131.6461,48.18,94,100,12.64
154,Taoudenni,ML,22.6783,-3.9836,94.82,8,0,10.92
155,Hithadhoo,MV,-0.6,73.0833,82.76,69,73,12.03
156,Pochinok,RU,54.4068,32.4407,36.9,68,6,5.35
157,Kathmandu,NP,27.7167,85.3167,62.82,93,13,1.79
158,Mahebourg,MU,-20.4081,57.7,72.25,83,75,8.05
159,Hobyo,SO,5.3505,48.5268,77.63,83,30,23.44
